"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"57","GS","Bryce Ward","2","2:16.563","26:03.036","Green","Track","6.322","6.749","27.746","16.983","29.943","30.718","0.641","12.769","1.651","3.041","132.251","104.620"
"38","GS","James Cox","2","2:15.495","26:09.533","Green","Track","6.327","6.594","27.818","16.857","29.707","30.923","0.587","11.987","1.641","3.054","144.417","105.257"
"39","GS","Tyler McQuarrie","2","2:14.033","26:34.124","Green","Track","6.370","6.652","27.200","16.563","29.695","30.331","0.580","12.010","1.619","3.013","146.160","106.688"
"82","GS","James Clay","2","2:13.959","26:34.494","Green","Track","6.221","6.627","27.402","16.604","29.732","30.412","0.567","11.857","1.589","2.948","149.511","108.702"
"60","GS","Nate Stacy","2","2:14.047","26:39.911","Green","Track","6.332","6.479","27.325","16.663","29.505","30.634","0.585","11.863","1.629","3.032","144.911","106.033"
"76","GS","Paul Holton","2","2:12.872","27:01.051","Green","Track","6.221","6.398","27.525","16.416","29.114","30.282","0.577","11.707","1.620","3.012","146.920","106.622"
"7","GS","Alan Brynjolfsson","2","2:18.080","27:06.911","Green","Track","6.311","6.529","29.846","17.540","29.798","31.029","0.586","11.801","1.618","3.022","144.663","106.754"
"5","GS","Joe Robillard","2","2:21.154","27:12.586","Green","Track","6.567","7.416","28.375","17.481","30.821","31.889","0.586","13.167","1.717","3.135","144.663","100.598"
"28","GS","Spencer Pumpelly","2","2:13.124","27:14.584","Green","Track","6.283","6.495","27.416","16.533","29.274","30.286","0.581","11.631","1.618","3.007","145.908","106.754"
"59","GS","Jack Roush Jr","2","2:15.386","27:19.395","Green","Track","6.287","6.587","27.280","16.594","29.440","31.730","0.585","12.223","1.636","3.024","144.911","105.579"
"46","GS","Owen Trinkler","3","2:13.430","27:19.728","Green","Track","6.240","6.334","27.144","16.754","29.291","30.594","0.580","11.867","1.624","3.002","146.160","106.359"
"69","GS","Corey Fergus","2","2:15.570","27:32.975","Green","Track","6.321","6.785","27.481","16.938","29.919","30.840","0.577","12.078","1.622","3.009","146.920","106.490"
"80","GS","Martin Barkey","3","2:13.697","27:34.786","Green","Track","6.337","6.454","27.193","16.523","29.440","30.761","0.586","11.743","1.630","3.030","144.663","105.968"
"09","GS","Conor Flynn","3","2:16.675","27:37.626","Green","Track","6.845","6.941","27.860","17.117","29.859","30.750","0.568","12.140","1.605","2.990","149.248","107.618"
"15","GS","Chase Briscoe","3","2:13.004","27:38.624","Green","Track","6.376","6.329","27.068","16.519","29.253","30.433","0.584","11.789","1.625","3.028","145.159","106.294"
"92","GS","Alexandre Premat","3","2:11.670","27:42.126","Green","Track","6.181","6.270","26.816","16.531","28.949","30.274","0.577","11.489","1.606","2.977","146.920","107.551"
"8","GS","Patrick Gallagher","3","2:14.393","27:45.106","Green","Track","6.280","6.352","27.075","16.635","29.357","31.279","0.596","12.189","1.617","3.013","142.236","106.820"
"33","GS","Russell Ward","3","2:14.741","27:48.444","Green","Track","6.251","6.464","27.793","16.641","29.777","30.561","0.581","12.056","1.620","2.997","145.908","106.622"
