"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"5","P","Joao Barbosa","38","1:59.788","1:20:16.011","Green","Track","5.054","9.260","19.038","0.465","21.858","27.408","20.914","11.305","4.486","176.808"
"16","GTD","Corey Lewis","36","2:10.333","1:20:18.362","Green","Track","5.501","10.443","20.924","0.505","23.810","29.594","21.977","12.618","4.961","162.804"
"63","GTD","Alessandro Balzan","36","2:10.110","1:20:18.468","Green","Track","5.457","10.478","20.855","0.506","23.898","29.740","21.774","12.450","4.952","162.482"
"33","GTD","Jeroen Bleekemolen","36","2:08.998","1:20:20.301","Green","Track","5.565","10.275","20.938","0.512","23.168","29.751","21.398","12.391","5.000","160.578"
"38","PC","James French","38","2:00.747","1:20:20.920","Green","Track","5.231","9.646","19.617","0.485","22.310","27.132","20.006","11.624","4.696","169.517"
"14","GTD","Sage Karam","36","2:09.322","1:20:26.865","Green","Track","5.515","10.268","21.046","0.509","23.685","29.580","21.275","12.452","4.992","161.524"
"10","P","Ricky Taylor","39","2:13.897","1:20:33.518","Green","Pit","5.005","9.170","19.341","0.466","21.343","26.589","19.738","13.903","18.342","176.429"
"28","GTD","Daniel Morad","36","2:09.638","1:20:38.336","Green","Track","5.480","10.500","21.163","0.508","23.367","29.801","21.466","12.391","4.962","161.842"
"31","P","Eric Curran","39","2:13.963","1:20:42.151","Green","Pit","5.025","9.433","19.041","0.467","21.592","26.477","19.468","13.349","19.111","176.051"
"4","GTLM","Tommy Milner","37","2:05.320","1:20:43.842","Green","Track","5.448","10.069","20.443","0.503","22.785","28.531","20.722","11.922","4.897","163.451"
"48","GTD","Bryan Sellers","36","2:09.895","1:20:47.344","Green","Track","5.592","10.418","21.098","0.537","23.469","29.766","21.549","12.464","5.002","153.102"
"93","GTD","Katherine Legge","23","2:09.653","1:20:58.089","Green","Track","5.591","10.336","20.946","0.517","23.366","29.850","21.574","12.462","5.011","159.025"
"50","GTD","Gunnar Jeannette","36","2:09.795","1:21:01.038","Green","Track","5.495","10.598","20.946","0.507","23.252","29.896","21.703","12.438","4.960","162.162"
"20","PC","Don Yount","27","2:05.556","1:21:07.299","Green","Track","5.332","10.086","20.139","0.501","23.214","28.480","21.000","12.087","4.717","164.104"
"25","GTLM","Bill Auberlen","36","2:03.935","1:21:09.652","Green","Track","5.464","9.938","20.189","0.505","22.311","27.994","20.788","11.888","4.858","162.804"
"90","P","Marc Goossens","39","2:12.033","1:21:29.279","Green","Pit","5.036","9.157","19.037","0.467","21.487","26.239","19.269","12.985","18.356","176.051"
"75","GTD","Tristan Vautier","33","2:08.286","1:21:30.136","Green","Track","5.623","10.184","20.873","0.519","23.121","29.234","21.451","12.226","5.055","158.412"
"3","GTLM","Antonio Garcia","37","2:04.767","1:21:40.917","Green","Track","5.478","10.042","20.486","0.506","22.396","28.452","20.664","11.843","4.900","162.482"
"2","P","Ryan Dalziel","39","1:57.034","1:21:41.088","Green","Track","5.054","9.262","18.866","0.468","22.396","26.395","19.157","10.999","4.437","175.675"
"85","P","Stephen Simpson","39","2:55.539","1:21:48.505","Green","Track","56.160","14.541","20.290","0.473","22.670","26.553","19.337","11.050","4.465","173.818"
"54","GTD","Colin Braun","36","2:10.093","1:21:48.719","Green","Track","5.499","10.757","21.021","0.510","23.599","30.006","21.338","12.389","4.974","161.208"
"22","P","Luis Felipe Derani","39","2:57.419","1:21:51.908","Green","Track","59.220","14.155","19.945","0.474","22.099","26.521","19.258","11.283","4.464","173.451"
"86","GTD","Jeff Segal","34","8:07.113","1:21:52.788","Green","Track","147.477","15.823","21.832","0.522","24.378","30.705","22.033","12.541","5.033","157.502"
"66","GTLM","Joey Hand","38","2:05.290","1:22:01.545","Green","Track","5.380","10.046","20.440","0.509","22.449","28.341","21.369","11.911","4.845","161.524"
"52","P","Olivier Pla","39","1:55.605","1:22:02.034","Green","Track","5.050","9.185","19.019","0.469","21.444","25.969","19.006","10.992","4.471","175.300"
"96","GTD","Jens Klingmann","37","2:09.788","1:22:02.572","Green","Track","5.659","10.381","21.047","0.519","23.229","29.353","22.097","12.495","5.008","158.412"
"24","GTLM","John Edwards","38","2:05.012","1:22:07.599","Green","Track","5.425","10.098","20.385","0.504","22.472","28.646","20.720","11.905","4.857","163.127"
"67","GTLM","Richard Westbrook","38","2:04.584","1:22:11.375","Green","Track","5.389","10.034","20.413","0.497","22.557","28.331","20.639","11.871","4.853","165.424"
"912","GTLM","Laurens Vanthoor","38","2:05.184","1:22:14.598","Green","Track","5.360","10.171","20.615","0.500","22.437","28.662","20.715","11.877","4.847","164.432"
"911","GTLM","Dirk Werner","38","2:05.610","1:22:16.239","Green","Track","5.378","9.985","20.390","0.493","23.069","28.337","21.041","12.049","4.868","166.767"
"26","PC","Gustavo Yacaman","38","2:05.358","1:22:17.268","Green","Track","5.335","9.866","20.252","0.493","22.833","28.221","21.224","12.387","4.747","166.767"
"73","GTD","Joerg Bergmeister","37","2:10.292","1:22:17.544","Green","Track","5.451","10.487","20.954","0.507","23.219","30.064","21.963","12.720","4.927","162.162"
"15","GTD","Jack Hawksworth","37","2:10.445","1:22:19.469","Green","Track","5.473","10.386","21.202","0.506","23.880","30.106","21.532","12.403","4.957","162.482"
"57","GTD","Lawson Aschenbach","37","2:09.453","1:22:20.232","Green","Track","5.484","10.415","20.873","0.505","23.473","29.903","21.413","12.404","4.983","162.804"
"16","GTD","Corey Lewis","37","2:09.919","1:22:28.281","Green","Track","5.440","10.569","20.965","0.503","23.799","29.564","21.502","12.596","4.981","163.451"
"63","GTD","Alessandro Balzan","37","2:10.416","1:22:28.884","Green","Track","5.488","10.697","20.855","0.504","24.014","30.116","21.562","12.258","4.922","163.127"
"33","GTD","Jeroen Bleekemolen","37","2:09.131","1:22:29.432","Green","Track","5.563","10.290","21.053","0.511","23.264","29.570","21.547","12.358","4.975","160.892"
"5","P","Joao Barbosa","39","2:16.844","1:22:32.855","Green","Pit","5.019","9.279","19.195","0.466","21.609","28.385","20.313","13.967","18.611","176.429"
"14","GTD","Sage Karam","37","2:09.161","1:22:36.026","Green","Track","5.517","10.362","21.021","0.510","23.443","29.536","21.301","12.483","4.988","161.208"
"38","PC","James French","39","2:23.237","1:22:44.157","Green","Pit","5.241","10.037","19.819","0.483","23.638","29.425","21.440","14.636","18.518","170.219"
"4","GTLM","Tommy Milner","38","2:04.940","1:22:48.782","Green","Track","5.453","10.060","20.421","0.505","22.480","28.429","20.781","11.910","4.901","162.804"
"48","GTD","Bryan Sellers","37","2:09.434","1:22:56.778","Green","Track","5.555","10.371","20.976","0.512","23.163","29.677","21.749","12.419","5.012","160.578"
"93","GTD","Katherine Legge","24","2:09.591","1:23:07.680","Green","Track","5.578","10.311","21.115","0.513","23.535","29.665","21.493","12.367","5.014","160.265"
"50","GTD","Gunnar Jeannette","37","2:10.172","1:23:11.210","Green","Track","5.488","10.536","21.093","0.506","23.412","29.944","21.808","12.425","4.960","162.482"
"20","PC","Don Yount","28","2:05.408","1:23:12.707","Green","Track","5.337","10.108","20.531","0.493","22.917","28.423","21.087","11.815","4.697","166.767"
"25","GTLM","Bill Auberlen","37","2:03.920","1:23:13.572","Green","Track","5.433","9.842","20.231","0.501","22.401","28.058","20.748","11.874","4.832","164.104"
"10","P","Jordan Taylor","40","2:52.637","1:23:26.155","Green","Track","53.211","14.727","20.180","0.474","22.295","26.830","19.352","11.058","4.510","173.451"
"31","P","Dane Cameron","40","2:52.818","1:23:34.969","Green","Track","54.944","14.347","20.074","0.475","21.782","26.508","19.081","11.087","4.520","173.086"
"2","P","Ryan Dalziel","40","1:55.869","1:23:36.957","Green","Track","5.007","9.175","18.872","0.468","20.923","26.148","19.771","11.045","4.460","175.675"
"75","GTD","Tristan Vautier","34","2:08.853","1:23:38.989","Green","Track","5.634","10.248","20.909","0.519","23.007","29.357","21.563","12.576","5.040","158.412"
"85","P","Stephen Simpson","40","1:56.533","1:23:45.038","Green","Track","5.021","9.234","18.789","0.466","21.322","26.843","19.355","11.038","4.465","176.429"
"3","GTLM","Antonio Garcia","38","2:04.481","1:23:45.398","Green","Track","5.464","9.970","20.369","0.503","22.305","28.476","20.738","11.779","4.877","163.451"
"22","P","Luis Felipe Derani","40","1:55.179","1:23:47.087","Green","Track","5.035","9.206","18.939","0.467","20.963","25.736","19.123","11.256","4.454","176.051"
"54","GTD","Colin Braun","37","2:09.938","1:23:58.657","Green","Track","5.523","10.468","21.092","0.509","23.308","29.905","21.629","12.518","4.986","161.524"
"52","P","Olivier Pla","40","1:56.815","1:23:58.849","Green","Track","5.011","9.121","18.881","0.469","21.237","26.756","19.818","11.050","4.472","175.300"
"86","GTD","Jeff Segal","35","2:10.295","1:24:03.083","Green","Track","5.595","10.411","21.034","0.516","23.276","29.913","21.890","12.588","5.072","159.333"
"66","GTLM","Joey Hand","39","2:05.693","1:24:07.238","Green","Track","5.395","10.143","20.334","0.499","22.532","28.527","21.352","12.053","4.858","164.761"
"96","GTD","Jens Klingmann","38","2:09.458","1:24:12.030","Green","Track","5.588","10.413","21.003","0.519","23.251","29.554","21.561","12.533","5.036","158.412"
"24","GTLM","John Edwards","39","2:05.235","1:24:12.834","Green","Track","5.443","10.078","20.415","0.504","22.471","28.475","20.819","12.184","4.846","163.127"
"67","GTLM","Richard Westbrook","39","2:04.706","1:24:16.081","Green","Track","5.380","9.912","20.409","0.494","22.484","28.418","20.731","12.015","4.863","166.429"
"912","GTLM","Laurens Vanthoor","39","2:04.537","1:24:19.135","Green","Track","5.417","9.980","20.519","0.501","22.415","28.325","20.636","11.894","4.850","164.104"
"26","PC","Gustavo Yacaman","39","2:03.502","1:24:20.770","Green","Track","5.358","9.909","19.985","0.492","22.449","28.110","20.767","11.764","4.668","167.106"
"911","GTLM","Dirk Werner","39","2:04.563","1:24:20.802","Green","Track","5.423","9.946","20.379","0.502","22.413","28.341","20.759","11.936","4.864","163.777"
"90","P","Renger Van Der Zande","40","2:59.385","1:24:28.664","Green","Track","57.678","14.208","20.251","0.475","22.820","27.207","20.479","11.726","4.541","173.086"
"15","GTD","Jack Hawksworth","38","2:09.706","1:24:29.175","Green","Track","5.488","10.406","21.181","0.510","23.426","29.501","21.717","12.507","4.970","161.208"
"57","GTD","Lawson Aschenbach","38","2:09.639","1:24:29.871","Green","Track","5.502","10.395","20.847","0.507","23.552","29.665","21.516","12.674","4.981","162.162"
"28","GTD","Daniel Morad","37","3:56.190","1:24:34.526","Green","Pit","5.503","17.160","44.377","1.088","36.166","51.131","38.367","22.612","19.786","75.566"
"16","GTD","Corey Lewis","38","2:09.355","1:24:37.636","Green","Track","5.502","10.581","20.936","0.504","23.394","29.601","21.331","12.530","4.976","163.127"
"63","GTD","Alessandro Balzan","38","2:09.108","1:24:37.992","Green","Track","5.462","10.385","20.799","0.508","23.539","29.751","21.413","12.329","4.922","161.842"
"33","GTD","Jeroen Bleekemolen","38","2:09.425","1:24:38.857","Green","Track","5.520","10.345","20.790","0.507","23.438","29.803","21.650","12.382","4.990","162.162"
"73","GTD","Joerg Bergmeister","38","2:25.870","1:24:43.414","Green","Pit","5.437","10.610","20.975","0.506","23.411","30.198","22.058","14.233","18.442","162.482"
"14","GTD","Sage Karam","38","2:09.750","1:24:45.776","Green","Track","5.523","10.402","21.046","0.510","23.486","29.693","21.669","12.438","4.983","161.208"
"4","GTLM","Tommy Milner","39","2:04.864","1:24:53.646","Green","Track","5.468","9.992","20.435","0.504","22.499","28.401","20.777","11.895","4.893","163.127"
"48","GTD","Bryan Sellers","38","2:09.458","1:25:06.236","Green","Track","5.584","10.386","20.900","0.513","23.121","29.752","21.773","12.418","5.011","160.265"
"20","PC","Don Yount","29","2:04.419","1:25:17.126","Green","Track","5.308","10.143","20.060","0.494","22.739","28.060","20.773","12.101","4.741","166.429"
"93","GTD","Katherine Legge","25","2:09.773","1:25:17.453","Green","Track","5.588","10.389","21.051","0.514","23.459","29.664","21.614","12.483","5.011","159.953"
"25","GTLM","Bill Auberlen","38","2:04.296","1:25:17.868","Green","Track","5.391","9.892","20.121","0.498","22.708","28.189","20.748","11.910","4.839","165.092"
"5","P","Joao Barbosa","40","2:49.365","1:25:22.220","Green","Track","52.395","13.413","19.728","0.474","21.797","26.679","19.350","11.022","4.507","173.451"
"50","GTD","Gunnar Jeannette","38","2:11.204","1:25:22.414","Green","Track","5.497","10.610","20.956","0.520","24.311","30.084","21.768","12.491","4.967","158.108"
"10","P","Jordan Taylor","41","1:56.694","1:25:22.849","Green","Track","5.064","9.325","19.046","0.469","21.196","26.507","19.440","11.156","4.491","175.300"
"31","P","Dane Cameron","41","1:55.494","1:25:30.463","Green","Track","5.074","9.234","19.029","0.471","21.028","26.038","19.085","11.032","4.503","174.556"
"2","P","Ryan Dalziel","41","1:54.940","1:25:31.897","Green","Track","5.017","9.256","18.848","0.471","20.962","25.839","19.024","11.068","4.455","174.556"
"85","P","Stephen Simpson","41","1:54.280","1:25:39.318","Green","Track","5.004","9.127","18.866","0.465","21.147","25.666","18.668","10.887","4.450","176.808"
"22","P","Luis Felipe Derani","41","1:56.016","1:25:43.103","Green","Track","5.006","9.158","19.069","0.466","21.104","26.574","19.047","11.143","4.449","176.429"
"38","PC","Patricio O'Ward","40","3:03.466","1:25:47.623","Green","Track","58.102","15.117","21.056","0.499","24.068","27.790","20.285","11.840","4.709","164.761"
"75","GTD","Tristan Vautier","35","2:09.245","1:25:48.234","Green","Track","5.611","10.265","20.864","0.518","23.219","29.871","21.547","12.299","5.051","158.718"
"3","GTLM","Antonio Garcia","39","2:04.146","1:25:49.544","Green","Track","5.423","9.945","20.342","0.498","22.344","28.280","20.647","11.810","4.857","165.092"
"52","P","Olivier Pla","41","1:54.205","1:25:53.054","Green","Track","5.028","8.967","18.804","0.469","21.178","25.654","18.713","10.924","4.468","175.300"
"54","GTD","Colin Braun","38","2:09.407","1:26:08.064","Green","Track","5.523","10.474","20.958","0.509","23.418","29.620","21.420","12.511","4.974","161.524"
"66","GTLM","Joey Hand","40","2:04.745","1:26:11.983","Green","Track","5.388","10.140","20.403","0.502","22.515","28.293","20.852","11.838","4.814","163.777"
"86","GTD","Jeff Segal","36","2:08.942","1:26:12.025","Green","Track","5.601","10.357","20.994","0.518","23.097","29.441","21.516","12.395","5.023","158.718"
"24","GTLM","John Edwards","40","2:05.107","1:26:17.941","Green","Track","5.394","10.105","20.603","0.501","22.540","28.474","20.706","11.944","4.840","164.104"
"67","GTLM","Richard Westbrook","40","2:04.947","1:26:21.028","Green","Track","5.373","9.973","20.427","0.495","22.486","28.500","20.860","12.007","4.826","166.093"
"96","GTD","Jens Klingmann","39","2:08.975","1:26:21.005","Green","Track","5.614","10.379","21.074","0.520","23.398","29.305","21.404","12.276","5.005","158.108"
"26","PC","Gustavo Yacaman","40","2:02.846","1:26:23.616","Green","Track","5.307","9.876","20.022","0.496","22.414","27.939","20.383","11.728","4.681","165.758"
"912","GTLM","Laurens Vanthoor","40","2:04.532","1:26:23.667","Green","Track","5.413","10.004","20.421","0.501","22.345","28.338","20.692","11.975","4.843","164.104"
"911","GTLM","Dirk Werner","40","2:04.528","1:26:25.330","Green","Track","5.395","10.187","20.362","0.499","22.471","28.241","20.709","11.821","4.843","164.761"
"90","P","Renger Van Der Zande","41","1:56.817","1:26:25.481","Green","Track","5.075","9.395","19.261","0.472","21.562","26.301","19.265","11.036","4.450","174.186"
"15","GTD","Jack Hawksworth","39","2:09.351","1:26:38.526","Green","Track","5.499","10.450","21.050","0.511","23.442","29.623","21.451","12.361","4.964","160.892"
"57","GTD","Lawson Aschenbach","39","2:09.394","1:26:39.265","Green","Track","5.511","10.436","20.909","0.508","23.482","29.757","21.477","12.328","4.986","161.842"
"16","GTD","Corey Lewis","39","2:09.805","1:26:47.441","Green","Track","5.490","10.550","21.065","0.506","23.638","29.641","21.482","12.496","4.937","162.482"
"63","GTD","Alessandro Balzan","39","2:09.575","1:26:47.567","Green","Track","5.455","10.500","20.969","0.508","23.811","29.725","21.473","12.248","4.886","161.842"
"33","GTD","Jeroen Bleekemolen","39","2:09.415","1:26:48.272","Green","Track","5.542","10.352","20.918","0.509","23.464","29.722","21.535","12.391","4.982","161.524"
