"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"67","GTLM","Richard Westbrook","52","4:20.308","1:58:38.351","Yellow","Track","52.476","15.279","27.553","1.095","34.362","50.303","46.549","21.607","11.084","75.083"
"3","GTLM","Antonio Garcia","52","4:14.798","1:58:39.478","Yellow","Track","47.038","15.483","27.433","1.212","33.842","50.043","46.522","21.873","11.352","67.835"
"911","GTLM","Dirk Werner","52","4:21.493","1:58:40.481","Yellow","Track","57.555","14.915","24.662","1.063","33.240","50.676","45.585","22.306","11.491","77.343"
"73","GTD","Joerg Bergmeister","51","4:14.129","1:58:41.884","Yellow","Track","49.563","15.147","24.382","1.164","33.194","51.178","45.283","22.427","11.791","70.632"
"28","GTD","Daniel Morad","50","4:16.109","1:58:42.922","Yellow","Track","51.633","15.606","24.450","0.986","32.211","51.288","45.318","22.723","11.894","83.383"
"57","GTD","Lawson Aschenbach","51","4:22.675","1:58:44.741","Yellow","Track","56.853","15.526","24.760","0.856","32.221","51.540","45.478","22.711","12.730","96.047"
"33","GTD","Jeroen Bleekemolen","51","4:22.547","1:58:45.957","Yellow","Track","56.508","15.127","24.948","0.895","32.369","51.505","45.474","23.164","12.557","91.861"
"4","GTLM","Tommy Milner","52","4:25.908","1:58:46.938","Yellow","Track","59.424","15.678","25.477","0.883","31.700","51.750","44.963","23.213","12.820","93.110"
"63","GTD","Alessandro Balzan","51","4:25.750","1:58:48.660","Yellow","Track","58.717","15.939","26.023","0.927","31.052","52.110","47.061","20.572","13.349","88.690"
"75","GTD","Tristan Vautier","48","4:21.596","1:58:49.674","Yellow","Track","63.408","15.119","22.191","0.578","27.625","51.769","46.360","21.556","12.990","142.242"
"48","GTD","Bryan Sellers","51","4:24.888","1:58:50.097","Yellow","Track","67.254","15.299","21.984","0.516","27.637","51.240","46.547","21.754","12.657","159.333"
"93","GTD","Andy Lally","38","4:25.599","1:58:51.315","Yellow","Track","67.209","15.657","21.991","0.000","27.347","51.410","46.511","21.883","13.075","0.000"
"54","GTD","Colin Braun","51","4:22.483","1:58:52.450","Yellow","Track","46.505","15.885","22.102","0.514","25.046","49.549","46.447","22.071","13.606","159.953"
"50","GTD","Gunnar Jeannette","51","4:18.054","1:58:56.756","Yellow","Pit","65.151","16.394","22.586","0.519","25.744","41.963","47.142","20.044","18.511","158.412"
"15","GTD","Jack Hawksworth","51","2:08.672","1:59:44.257","Yellow","Track","5.606","10.245","21.074","0.516","23.286","29.229","21.302","12.393","5.021","159.333"
"14","GTD","Sage Karam","51","2:08.929","1:59:45.231","Yellow","Track","5.574","10.282","21.026","0.510","23.477","29.209","21.451","12.386","5.014","161.208"
"25","GTLM","Bill Auberlen","52","2:23.719","2:00:00.891","Yellow","Pit","5.453","10.554","20.761","0.501","23.315","29.474","21.421","14.232","18.008","164.104"
"24","GTLM","John Edwards","50","2:24.227","2:00:10.938","Yellow","Pit","5.512","10.466","20.933","0.511","23.543","29.676","21.497","14.081","18.008","160.892"
"5","P","Joao Barbosa","54","2:49.362","2:00:26.174","Yellow","Track","47.325","13.826","20.067","0.481","23.394","28.427","20.054","11.237","4.551","170.927"
"85","P","Stephen Simpson","55","3:44.196","2:02:07.800","Green","Track","13.838","20.259","45.246","1.496","34.669","47.849","42.754","13.577","4.508","54.957"
"96","GTD","Jens Klingmann","52","3:45.100","2:02:10.438","Green","Track","13.482","20.147","45.388","1.515","34.518","48.703","41.748","14.552","5.047","54.268"
"10","P","Jordan Taylor","55","3:42.359","2:02:10.710","Green","Track","15.569","19.800","44.239","1.327","35.905","47.102","40.634","13.252","4.531","61.956"
"26","PC","Gustavo Yacaman","53","3:43.796","2:02:10.833","Green","Track","15.447","19.585","44.268","1.506","35.704","47.432","41.049","14.025","4.780","54.592"
"22","P","Luis Felipe Derani","55","3:41.796","2:02:10.914","Green","Track","15.546","20.624","43.812","1.508","35.708","46.424","40.542","13.231","4.401","54.520"
"16","GTD","Corey Lewis","49","3:45.122","2:02:11.305","Green","Track","14.213","19.664","45.232","1.509","34.243","49.055","41.305","14.817","5.084","54.484"
"2","P","Ryan Dalziel","55","3:41.001","2:02:11.466","Green","Track","15.360","21.260","43.063","1.368","36.476","45.416","40.424","13.174","4.460","60.099"
"31","P","Dane Cameron","55","3:40.740","2:02:11.916","Green","Track","15.754","21.336","43.399","1.463","37.422","43.508","40.322","13.031","4.505","56.197"
"90","P","Renger Van Der Zande","55","3:40.252","2:02:12.290","Green","Track","15.707","21.506","43.198","1.612","37.215","43.549","40.071","12.915","4.479","51.002"
"52","P","Olivier Pla","55","3:40.017","2:02:12.782","Green","Track","15.820","21.453","43.110","1.551","37.370","43.658","39.634","12.918","4.503","53.008"
"20","PC","Buddy Rice","43","3:39.401","2:02:14.109","Green","Track","15.565","21.380","42.806","1.361","37.750","43.035","39.487","13.265","4.752","60.408"
"912","GTLM","Laurens Vanthoor","53","3:40.045","2:02:15.389","Green","Track","15.770","21.321","43.412","1.399","37.089","43.512","40.027","12.563","4.952","58.768"
"66","GTLM","Joey Hand","53","3:39.301","2:02:15.623","Green","Track","15.714","22.243","42.342","1.882","37.305","42.506","40.094","12.368","4.847","43.685"
"67","GTLM","Richard Westbrook","53","3:37.997","2:02:16.348","Green","Track","15.772","22.435","41.633","1.691","37.222","42.281","39.524","12.523","4.916","48.620"
"3","GTLM","Antonio Garcia","53","3:37.519","2:02:16.997","Green","Track","15.484","22.502","41.615","1.578","37.229","42.476","39.242","12.497","4.896","52.101"
"911","GTLM","Dirk Werner","53","3:36.692","2:02:17.173","Green","Track","15.458","22.212","41.933","1.645","36.910","42.461","38.620","12.596","4.857","49.979"
"73","GTD","Joerg Bergmeister","52","3:36.157","2:02:18.041","Green","Track","15.061","21.948","41.927","1.726","36.959","42.740","38.184","12.627","4.985","47.634"
"28","GTD","Daniel Morad","51","3:35.744","2:02:18.666","Green","Track","15.216","21.605","42.069","1.789","36.841","42.405","37.933","12.898","4.988","45.956"
"57","GTD","Lawson Aschenbach","52","3:34.630","2:02:19.371","Green","Track","14.544","21.327","42.526","2.222","35.919","42.051","38.468","12.558","5.015","37.001"
"4","GTLM","Tommy Milner","53","3:32.806","2:02:19.744","Green","Track","14.252","21.208","43.453","2.020","35.468","41.559","37.405","12.558","4.883","40.701"
"33","GTD","Jeroen Bleekemolen","52","3:33.831","2:02:19.788","Green","Track","14.279","21.262","43.627","1.935","35.361","41.727","37.898","12.726","5.016","42.489"
"63","GTD","Alessandro Balzan","52","3:31.833","2:02:20.493","Green","Track","14.712","21.978","42.954","1.583","34.915","41.402","36.820","12.543","4.926","51.937"
"48","GTD","Bryan Sellers","52","3:31.243","2:02:21.340","Green","Track","15.234","21.498","43.718","1.215","34.188","41.292","36.309","12.758","5.031","67.667"
"54","GTD","Colin Braun","52","3:29.433","2:02:21.883","Green","Track","14.499","21.420","44.383","0.936","33.714","41.585","35.238","12.682","4.976","87.838"
"93","GTD","Andy Lally","39","3:30.890","2:02:22.205","Green","Track","14.825","21.681","43.966","1.122","34.006","41.333","35.915","12.991","5.051","73.276"
"50","GTD","Gunnar Jeannette","52","3:25.638","2:02:22.394","Green","Track","21.436","16.716","40.501","0.975","31.977","41.604","34.508","12.962","4.959","84.324"
"15","GTD","Jack Hawksworth","52","2:38.297","2:02:22.554","Green","Track","5.575","10.114","21.447","0.670","28.197","40.270","34.066","13.017","4.941","122.710"
"14","GTD","Sage Karam","52","2:37.589","2:02:22.820","Green","Track","5.558","10.325","21.582","0.670","27.904","39.749","33.701","13.144","4.956","122.710"
"5","P","Joao Barbosa","55","1:58.419","2:02:24.593","Green","Track","5.119","9.363","19.251","0.472","21.893","26.935","19.643","11.227","4.516","174.186"
"38","PC","Patricio O'Ward","54","4:00.638","2:02:24.993","Green","Pit","13.902","20.026","45.273","1.461","34.528","48.125","42.364","16.428","18.531","56.274"
"75","GTD","Tristan Vautier","49","3:39.087","2:02:28.761","Green","Track","14.752","21.925","43.262","1.419","34.668","40.994","37.721","18.044","6.302","57.939"
"25","GTLM","Alexander Sims","53","2:58.418","2:02:59.309","Green","Track","48.742","15.693","22.155","0.522","24.115","29.149","21.018","12.113","4.911","157.502"
"24","GTLM","John Edwards","51","3:07.472","2:03:18.410","Green","Track","58.029","15.333","21.725","0.515","24.209","29.354","21.280","12.080","4.947","159.643"
"85","P","Stephen Simpson","56","2:12.568","2:04:20.368","Yellow","Track","5.083","9.340","18.864","0.466","21.589","26.437","22.212","18.691","9.886","176.429"
"22","P","Luis Felipe Derani","56","2:11.836","2:04:22.750","Yellow","Track","4.940","9.438","19.062","0.468","21.421","25.878","24.836","16.466","9.327","175.675"
"10","P","Jordan Taylor","56","2:13.010","2:04:23.720","Yellow","Track","5.082","9.744","19.571","0.469","21.705","26.209","24.143","16.817","9.270","175.300"
"2","P","Ryan Dalziel","56","2:13.217","2:04:24.683","Yellow","Track","4.986","10.085","19.350","0.470","21.724","26.225","23.907","17.257","9.213","174.927"
"31","P","Dane Cameron","56","2:13.853","2:04:25.769","Yellow","Track","5.013","9.943","19.779","0.469","21.930","26.399","23.942","16.878","9.500","175.300"
"90","P","Renger Van Der Zande","56","2:14.372","2:04:26.662","Yellow","Track","4.974","9.938","19.899","0.467","21.836","26.603","24.990","16.456","9.209","176.051"
"52","P","Olivier Pla","56","2:14.575","2:04:27.357","Yellow","Track","5.002","10.235","19.467","0.464","22.044","26.256","25.254","16.664","9.189","177.189"
"26","PC","Gustavo Yacaman","54","2:17.357","2:04:28.190","Yellow","Track","5.384","10.249","20.657","0.499","23.274","27.794","23.749","16.621","9.130","164.761"
"96","GTD","Jens Klingmann","53","2:18.293","2:04:28.731","Yellow","Track","5.630","10.634","21.307","0.509","23.523","29.285","23.413","15.061","8.931","161.524"
"20","PC","Buddy Rice","44","2:15.345","2:04:29.454","Yellow","Track","5.341","10.344","20.746","0.514","23.491","29.604","21.726","14.520","9.059","159.953"
"16","GTD","Corey Lewis","50","2:19.389","2:04:30.694","Yellow","Track","5.594","11.270","21.877","0.516","23.824","30.625","22.375","13.706","9.602","159.333"
"912","GTLM","Laurens Vanthoor","54","2:16.605","2:04:31.994","Yellow","Track","5.493","10.390","21.010","0.506","23.225","29.610","22.527","13.813","10.031","162.482"
"67","GTLM","Richard Westbrook","54","2:16.528","2:04:32.876","Yellow","Track","5.447","10.155","20.620","0.491","23.402","29.770","22.488","14.059","10.096","167.446"
"66","GTLM","Joey Hand","54","2:17.751","2:04:33.374","Yellow","Track","5.355","10.389","20.878","0.492","24.260","29.860","22.520","13.946","10.051","167.106"
"3","GTLM","Antonio Garcia","54","2:17.278","2:04:34.275","Yellow","Track","5.410","10.331","20.788","0.500","23.130","31.498","24.285","13.025","8.311","164.432"
"73","GTD","Joerg Bergmeister","53","2:17.271","2:04:35.312","Yellow","Track","5.511","10.702","21.010","0.507","23.267","31.411","24.470","12.535","7.858","162.162"
"57","GTD","Lawson Aschenbach","53","2:16.698","2:04:36.069","Yellow","Track","5.543","10.464","21.023","0.507","23.133","31.077","25.833","12.611","6.507","162.162"
"4","GTLM","Tommy Milner","54","2:16.962","2:04:36.706","Yellow","Track","5.419","10.401","20.944","0.502","23.319","31.353","25.765","12.738","6.521","163.777"
"33","GTD","Jeroen Bleekemolen","53","2:17.746","2:04:37.534","Yellow","Track","5.584","10.552","21.041","0.506","23.902","30.954","26.102","12.699","6.406","162.482"
"63","GTD","Alessandro Balzan","53","2:17.786","2:04:38.279","Yellow","Track","5.432","10.355","20.851","0.508","24.034","31.116","26.189","12.615","6.686","161.842"
"48","GTD","Bryan Sellers","53","2:18.007","2:04:39.347","Yellow","Track","5.570","10.472","20.940","0.508","23.282","31.151","26.446","12.815","6.823","161.842"
"28","GTD","Daniel Morad","52","2:22.566","2:04:41.232","Yellow","Track","5.510","11.051","21.514","0.513","23.928","33.033","27.853","13.352","5.812","160.265"
"5","P","Joao Barbosa","56","2:18.327","2:04:42.920","Yellow","Track","5.064","10.498","19.513","0.463","22.973","32.234","28.271","13.491","5.820","177.572"
"54","GTD","Colin Braun","53","2:21.712","2:04:43.595","Yellow","Track","5.488","10.527","20.906","0.503","23.703","32.877","28.509","13.332","5.867","163.451"
"15","GTD","Jack Hawksworth","53","2:21.913","2:04:44.467","Yellow","Track","5.422","10.726","20.911","0.509","23.460","33.236","28.432","13.120","6.097","161.524"
"50","GTD","Gunnar Jeannette","53","2:23.152","2:04:45.546","Yellow","Track","5.443","11.137","21.479","0.502","23.983","32.569","28.659","13.533","5.847","163.777"
"14","GTD","Sage Karam","53","2:23.980","2:04:46.800","Yellow","Track","5.431","10.901","21.454","0.505","24.944","32.398","28.733","13.802","5.812","162.804"
"93","GTD","Andy Lally","40","2:25.365","2:04:47.570","Yellow","Track","6.367","11.743","21.413","0.508","24.523","33.535","27.788","13.656","5.832","161.842"
"75","GTD","Tristan Vautier","50","2:21.830","2:04:50.591","Yellow","Track","6.147","12.094","21.493","0.521","23.890","32.036","25.900","13.293","6.456","157.804"
"25","GTLM","Alexander Sims","54","2:09.705","2:05:09.014","Yellow","Track","5.501","10.575","20.689","0.529","23.712","29.820","21.670","12.307","4.902","155.418"
"38","PC","Patricio O'Ward","55","2:46.217","2:05:11.210","Yellow","Track","40.630","14.682","20.266","0.499","23.168","28.974","21.384","11.925","4.689","164.761"
"24","GTLM","John Edwards","52","2:07.303","2:05:25.713","Yellow","Track","5.532","10.501","20.892","0.508","23.134","28.765","20.981","12.087","4.903","161.842"
"26","PC","Gustavo Yacaman","55","2:27.015","2:06:55.205","Yellow","Track","12.787","18.616","26.643","0.504","22.931","28.357","20.703","11.716","4.758","163.127"
"20","PC","Buddy Rice","45","2:30.027","2:06:59.481","Yellow","Track","13.098","18.524","29.184","0.523","22.837","28.093","21.114","11.909","4.745","157.201"
"85","P","Stephen Simpson","57","4:22.242","2:08:42.610","Yellow","Track","12.818","20.565","47.503","1.538","44.183","61.235","55.028","14.860","4.512","53.456"
"22","P","Luis Felipe Derani","57","4:19.940","2:08:42.690","Yellow","Track","12.203","19.548","47.766","1.516","43.881","61.458","54.394","14.762","4.412","54.232"
"10","P","Jordan Taylor","57","4:19.466","2:08:43.186","Yellow","Track","12.515","19.343","47.750","1.624","44.386","60.938","53.821","14.560","4.529","50.626"
"2","P","Ryan Dalziel","57","4:18.867","2:08:43.550","Green","Track","12.543","19.107","47.764","1.597","44.531","61.221","53.146","14.481","4.477","51.481"
"31","P","Dane Cameron","57","4:18.296","2:08:44.065","Green","Track","12.436","19.028","47.623","1.563","44.473","61.672","52.424","14.534","4.543","52.601"
"90","P","Renger Van Der Zande","57","4:17.729","2:08:44.391","Green","Track","12.394","19.021","47.636","1.595","44.237","61.559","52.205","14.574","4.508","51.546"
"52","P","Olivier Pla","57","4:17.417","2:08:44.774","Green","Track","12.699","18.736","47.581","1.528","44.372","61.795","51.669","14.521","4.516","53.806"
"96","GTD","Jens Klingmann","54","4:17.678","2:08:46.409","Green","Track","12.968","18.509","47.191","1.198","44.731","61.803","51.169","15.127","4.982","68.628"
"912","GTLM","Laurens Vanthoor","55","4:15.050","2:08:47.044","Green","Track","12.799","18.232","46.324","1.390","44.301","61.574","50.564","14.940","4.926","59.148"
"16","GTD","Corey Lewis","51","4:16.607","2:08:47.301","Green","Track","13.086","18.364","46.385","1.414","44.202","61.714","51.000","15.266","5.176","58.144"
"66","GTLM","Joey Hand","55","4:14.056","2:08:47.430","Green","Track","13.225","18.013","46.346","1.594","44.387","61.701","49.405","14.513","4.872","51.578"
"67","GTLM","Richard Westbrook","55","4:14.601","2:08:47.477","Green","Track","13.131","18.098","46.140","1.551","44.267","61.759","49.749","14.952","4.954","53.008"
"3","GTLM","Antonio Garcia","55","4:13.413","2:08:47.688","Green","Track","13.149","18.152","46.481","1.600","44.366","61.563","48.877","14.382","4.843","51.385"
"73","GTD","Joerg Bergmeister","54","4:13.209","2:08:48.521","Green","Track","13.154","18.546","46.292","1.727","43.937","62.038","48.445","14.085","4.985","47.606"
"4","GTLM","Tommy Milner","55","4:12.152","2:08:48.858","Green","Track","13.783","18.197","46.354","1.887","43.618","62.241","47.345","13.749","4.978","43.570"
"57","GTD","Lawson Aschenbach","54","4:12.877","2:08:48.946","Green","Track","13.407","18.291","46.433","1.830","43.753","62.148","48.062","13.937","5.016","44.927"
"33","GTD","Jeroen Bleekemolen","54","4:11.522","2:08:49.056","Green","Track","14.022","18.236","46.340","1.973","43.665","62.048","47.252","13.010","4.976","41.671"
"63","GTD","Alessandro Balzan","54","4:10.891","2:08:49.170","Green","Track","14.447","17.875","47.428","1.670","43.202","62.489","46.129","12.750","4.901","49.231"
"5","P","Joao Barbosa","57","4:06.323","2:08:49.243","Green","Track","13.352","17.072","47.696","1.574","42.667","63.249","44.065","12.132","4.516","52.234"
"48","GTD","Bryan Sellers","54","4:10.508","2:08:49.855","Green","Track","13.998","17.822","47.422","1.562","43.467","62.224","46.051","12.922","5.040","52.635"
"54","GTD","Colin Braun","54","4:07.173","2:08:50.768","Green","Track","13.202","17.154","47.862","1.575","42.485","63.217","44.005","12.751","4.922","52.201"
"28","GTD","Daniel Morad","53","4:09.595","2:08:50.827","Green","Track","13.751","17.690","46.747","1.547","43.589","62.514","45.284","13.422","5.051","53.145"
"15","GTD","Jack Hawksworth","54","4:06.657","2:08:51.124","Green","Track","13.570","17.311","47.754","1.409","42.947","62.547","43.246","12.897","4.976","58.351"
"50","GTD","Gunnar Jeannette","54","4:06.139","2:08:51.685","Green","Track","13.430","17.401","47.694","1.482","43.061","62.230","42.968","12.924","4.949","55.476"
"14","GTD","Sage Karam","54","4:05.008","2:08:51.808","Green","Track","12.373","18.404","47.060","1.522","43.231","62.021","42.629","12.820","4.948","54.018"
"93","GTD","Andy Lally","41","4:04.516","2:08:52.086","Green","Track","13.395","17.389","46.918","1.533","43.512","62.036","42.013","12.759","4.961","53.631"
"38","PC","Patricio O'Ward","56","3:41.492","2:08:52.702","Green","Track","5.374","11.030","42.297","1.286","42.713","61.374","40.572","12.175","4.671","63.932"
"25","GTLM","Alexander Sims","55","3:43.768","2:08:52.782","Green","Track","5.497","11.426","42.598","1.538","42.754","61.257","41.562","12.295","4.841","53.456"
"24","GTLM","John Edwards","53","3:28.622","2:08:54.335","Green","Track","5.483","11.524","28.732","1.134","42.412","61.556","40.215","12.677","4.889","72.501"
"75","GTD","Tristan Vautier","51","4:07.290","2:08:57.881","Green","Track","12.180","17.936","46.689","1.477","42.659","61.713","42.271","16.933","5.432","55.664"
"26","PC","Gustavo Yacaman","56","2:03.414","2:08:58.619","Green","Track","5.430","9.967","20.271","0.496","22.864","27.696","20.392","11.598","4.700","165.758"
"20","PC","Buddy Rice","46","2:03.851","2:09:03.332","Green","Track","5.387","10.237","20.031","0.492","22.223","27.650","21.271","11.845","4.715","167.106"
"911","GTLM","Dirk Werner","54","7:05.846","2:09:23.019","Green","Pit","5.342","241.758","37.937","1.167","31.106","41.230","31.330","17.678","18.298","70.451"
"85","P","Stephen Simpson","58","1:56.252","2:10:38.862","Green","Track","5.034","9.554","19.150","0.465","22.047","25.738","18.934","10.894","4.436","176.808"
"22","P","Luis Felipe Derani","58","1:57.365","2:10:40.055","Green","Track","4.953","9.643","19.068","0.462","22.472","26.120","19.191","11.017","4.439","177.957"
"10","P","Jordan Taylor","58","1:57.963","2:10:41.149","Green","Track","5.053","9.706","19.398","0.464","21.938","26.537","19.275","11.101","4.491","177.189"
"2","P","Ryan Dalziel","58","1:58.124","2:10:41.674","Green","Track","4.996","9.678","19.254","0.458","22.228","26.553","19.333","11.171","4.453","179.511"
"31","P","Dane Cameron","58","1:58.197","2:10:42.262","Green","Track","5.071","9.615","19.381","0.464","21.966","26.559","19.385","11.254","4.502","177.189"
"90","P","Renger Van Der Zande","58","1:58.465","2:10:42.856","Green","Track","5.021","9.721","19.431","0.464","21.876","26.575","19.499","11.362","4.516","177.189"
"52","P","Olivier Pla","58","1:58.347","2:10:43.121","Green","Track","5.047","9.595","19.336","0.462","21.963","26.598","19.715","11.160","4.471","177.957"
"5","P","Joao Barbosa","58","2:03.561","2:10:52.804","Green","Track","5.114","10.153","19.816","0.482","22.992","28.640","20.206","11.629","4.529","170.572"
"66","GTLM","Joey Hand","56","2:05.930","2:10:53.360","Green","Track","5.414","10.236","20.377","0.490","23.358","28.435","20.745","12.005","4.870","167.788"
"912","GTLM","Laurens Vanthoor","56","2:07.749","2:10:54.793","Green","Track","5.461","10.186","20.491","0.495","23.928","29.354","21.008","11.938","4.888","166.093"
"67","GTLM","Richard Westbrook","56","2:08.200","2:10:55.677","Green","Track","5.588","10.490","20.706","0.495","23.341","29.184","21.507","12.005","4.884","166.093"
"4","GTLM","Tommy Milner","56","2:07.856","2:10:56.714","Green","Track","5.402","10.559","21.192","0.497","22.961","28.502","21.402","12.463","4.878","165.424"
"96","GTD","Jens Klingmann","55","2:10.238","2:10:56.647","Green","Track","5.554","10.360","20.780","0.507","23.376","29.857","22.199","12.669","4.936","162.162"
"73","GTD","Joerg Bergmeister","55","2:09.416","2:10:57.937","Green","Track","5.460","10.654","21.317","0.507","23.595","29.302","21.321","12.315","4.945","162.162"
"57","GTD","Lawson Aschenbach","55","2:09.333","2:10:58.279","Green","Track","5.445","10.806","21.248","0.499","23.504","29.298","21.255","12.326","4.952","164.761"
"33","GTD","Jeroen Bleekemolen","55","2:09.691","2:10:58.747","Green","Track","5.533","10.734","21.259","0.504","23.814","29.360","21.284","12.240","4.963","163.127"
"63","GTD","Alessandro Balzan","55","2:10.005","2:10:59.175","Green","Track","5.502","10.996","21.098","0.497","23.954","29.571","21.256","12.202","4.929","165.424"
"16","GTD","Corey Lewis","52","2:13.075","2:11:00.376","Green","Track","5.909","11.167","21.934","0.502","24.899","29.888","21.439","12.372","4.965","163.777"
"48","GTD","Bryan Sellers","55","2:10.972","2:11:00.827","Green","Track","5.533","10.555","21.252","0.502","24.275","30.012","21.514","12.351","4.978","163.777"
"38","PC","Patricio O'Ward","57","2:08.541","2:11:01.243","Green","Track","5.227","10.645","20.950","0.487","23.090","29.592","21.762","12.118","4.670","168.821"
"54","GTD","Colin Braun","55","2:10.499","2:11:01.267","Green","Track","5.421","10.287","20.981","0.503","24.247","30.169","21.546","12.414","4.931","163.451"
"15","GTD","Jack Hawksworth","55","2:10.371","2:11:01.495","Green","Track","5.450","10.372","20.957","0.506","23.941","30.216","21.689","12.293","4.947","162.482"
"14","GTD","Sage Karam","55","2:10.585","2:11:02.393","Green","Track","5.448","10.884","21.666","0.529","23.753","29.302","21.612","12.428","4.963","155.418"
"25","GTLM","Alexander Sims","56","2:10.614","2:11:03.396","Green","Track","5.322","10.721","21.275","0.511","24.837","29.606","21.316","12.181","4.845","160.892"
"26","PC","Gustavo Yacaman","57","2:05.134","2:11:03.753","Green","Track","5.299","10.086","19.987","0.491","22.702","28.278","21.649","11.964","4.678","167.446"
"50","GTD","Gunnar Jeannette","55","2:12.143","2:11:03.828","Green","Track","5.445","10.834","21.768","0.507","24.357","29.952","21.702","12.635","4.943","162.162"
"24","GTLM","John Edwards","54","2:10.174","2:11:04.509","Green","Track","5.420","10.365","20.417","0.502","24.798","29.382","22.427","12.031","4.832","163.777"
"93","GTD","Andy Lally","42","2:14.123","2:11:06.209","Green","Track","5.500","10.839","21.515","0.507","24.458","29.987","23.557","12.736","5.024","162.162"
"20","PC","Buddy Rice","47","2:03.066","2:11:06.398","Green","Track","5.298","9.800","19.938","0.492","22.162","28.020","20.521","12.135","4.700","167.106"
"28","GTD","Daniel Morad","54","2:15.848","2:11:06.675","Green","Track","5.524","11.320","22.801","0.606","25.826","30.719","21.641","12.460","4.951","135.670"
"3","GTLM","Antonio Garcia","56","2:24.137","2:11:11.825","Green","Pit","5.423","10.611","20.780","0.496","23.295","29.217","21.662","14.420","18.233","165.758"
"75","GTD","Tristan Vautier","52","2:14.291","2:11:12.172","Green","Track","5.789","10.994","21.150","0.515","23.857","33.105","21.622","12.227","5.032","159.643"
"22","P","Luis Felipe Derani","59","1:56.701","2:12:36.756","Green","Track","5.005","9.536","19.371","0.462","21.577","25.910","19.077","11.312","4.451","177.957"
"85","P","Stephen Simpson","59","1:58.107","2:12:36.969","Green","Track","4.974","9.322","20.684","0.469","22.131","25.848","19.182","11.098","4.399","175.300"
"10","P","Jordan Taylor","59","1:57.495","2:12:38.644","Green","Track","5.037","9.659","19.873","0.469","21.604","26.162","19.165","11.042","4.484","175.300"
"2","P","Ryan Dalziel","59","1:57.650","2:12:39.324","Green","Track","5.007","10.060","19.665","0.466","21.558","26.158","19.194","11.111","4.431","176.429"
"31","P","Dane Cameron","59","1:57.879","2:12:40.141","Green","Track","5.041","9.715","19.941","0.466","21.565","26.265","19.153","11.235","4.498","176.429"
"90","P","Renger Van Der Zande","59","1:57.433","2:12:40.289","Green","Track","5.035","9.501","19.643","0.489","21.875","26.139","19.301","11.020","4.430","168.131"
"52","P","Olivier Pla","59","1:57.761","2:12:40.882","Green","Track","4.999","9.626","19.594","0.462","21.918","26.095","19.397","11.214","4.456","177.957"
"5","P","Joao Barbosa","59","1:57.680","2:12:50.484","Green","Track","5.080","9.241","19.273","0.471","21.401","27.171","19.400","11.127","4.516","174.556"
"66","GTLM","Joey Hand","57","2:04.872","2:12:58.232","Green","Track","5.388","10.030","20.580","0.502","22.451","28.367","20.855","11.838","4.861","163.777"
"912","GTLM","Laurens Vanthoor","57","2:04.436","2:12:59.229","Green","Track","5.443","9.973","20.519","0.501","22.503","28.167","20.558","11.889","4.883","164.104"
"67","GTLM","Richard Westbrook","57","2:04.941","2:13:00.618","Green","Track","5.410","10.075","20.473","0.496","22.502","28.534","20.767","11.840","4.844","165.758"
"4","GTLM","Tommy Milner","57","2:05.160","2:13:01.874","Green","Track","5.416","10.138","20.580","0.504","22.616","28.418","20.659","11.953","4.876","163.127"
"96","GTD","Jens Klingmann","56","2:08.270","2:13:04.917","Green","Track","5.555","10.635","20.807","0.506","22.997","29.103","21.436","12.282","4.949","162.482"
"73","GTD","Joerg Bergmeister","56","2:08.404","2:13:06.341","Green","Track","5.456","10.253","20.890","0.505","23.073","29.404","21.376","12.478","4.969","162.804"
"38","PC","Patricio O'Ward","58","2:05.556","2:13:06.799","Green","Track","5.245","10.446","20.069","0.487","22.350","29.264","20.910","12.124","4.661","168.821"
"57","GTD","Lawson Aschenbach","56","2:09.066","2:13:07.345","Green","Track","5.457","10.340","21.049","0.507","23.091","29.665","21.488","12.480","4.989","162.162"
"33","GTD","Jeroen Bleekemolen","56","2:09.275","2:13:08.022","Green","Track","5.497","10.290","20.774","0.506","23.455","29.749","21.700","12.326","4.978","162.482"
"63","GTD","Alessandro Balzan","56","2:09.229","2:13:08.404","Green","Track","5.442","10.325","20.925","0.504","23.373","30.055","21.331","12.343","4.931","163.127"
"16","GTD","Corey Lewis","53","2:09.354","2:13:09.730","Green","Track","5.476","10.403","20.901","0.506","23.470","29.824","21.414","12.392","4.968","162.482"
"26","PC","Gustavo Yacaman","58","2:06.182","2:13:09.935","Green","Track","5.260","10.019","20.506","0.504","22.927","28.909","21.230","12.075","4.752","163.127"
"48","GTD","Bryan Sellers","56","2:09.957","2:13:10.784","Green","Track","5.527","10.573","21.122","0.507","23.042","29.816","21.541","12.834","4.995","162.162"
"25","GTLM","Alexander Sims","57","2:07.583","2:13:10.979","Green","Track","5.382","10.076","20.672","0.504","23.896","29.428","20.840","11.972","4.813","163.127"
"54","GTD","Colin Braun","56","2:09.788","2:13:11.055","Green","Track","5.431","10.747","20.872","0.501","23.357","29.649","21.727","12.545","4.959","164.104"
"24","GTLM","John Edwards","55","2:07.100","2:13:11.609","Green","Track","5.389","10.162","20.557","0.494","23.129","29.612","20.931","11.986","4.840","166.429"
