"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"63","GTD","Matteo Cressoni","226","2:03.108","8:21:07.131","Green","Track","5.744","5.962","25.169","15.327","27.133","28.150","0.544","10.854","1.479","2.746","155.832","116.787"
"48","GTD","Bryan Sellers","226","2:03.066","8:21:08.137","Green","Track","5.705","5.982","25.011","15.529","27.102","28.070","0.536","10.904","1.482","2.745","158.158","116.550"
"29","GTD","Christopher Mies","226","2:03.276","8:21:10.656","Green","Track","5.769","5.901","25.088","15.466","27.176","28.130","0.547","10.935","1.491","2.773","154.978","115.847"
"86","GTD","Jeff Segal","225","2:04.605","8:21:15.490","Green","Track","5.897","5.993","25.439","15.501","27.411","28.620","0.554","10.924","1.489","2.777","153.019","116.002"
"16","GTD","Jeroen Mul","226","2:04.013","8:21:15.753","Green","Track","5.795","5.889","25.197","15.479","27.521","28.298","0.546","11.063","1.478","2.747","155.261","116.866"
"11","GTD","Rolf Ineichen","226","2:03.487","8:21:16.079","Green","Track","5.720","5.948","25.128","15.498","27.383","28.202","0.534","10.856","1.480","2.738","158.750","116.708"
"28","GTD","Daniel Morad","224","2:04.526","8:21:18.693","Green","Track","5.795","6.012","25.409","15.667","27.369","28.345","0.539","11.116","1.500","2.774","157.278","115.152"
"54","GTD","Nic Jonsson","223","2:04.119","8:21:20.560","Green","Track","5.760","6.050","25.336","15.592","27.211","28.321","0.542","11.063","1.490","2.754","156.407","115.924"
"73","GTD","Joerg Bergmeister","225","2:04.208","8:21:22.119","Green","Track","5.799","5.960","25.263","15.463","27.293","28.556","0.551","11.085","1.481","2.757","153.852","116.629"
"93","GTD","Katherine Legge","219","2:05.740","8:21:23.364","Green","Track","6.156","6.251","25.742","15.470","27.424","28.752","0.552","11.139","1.485","2.769","153.574","116.315"
"20","PC","Mark Kvamme","203","2:05.650","8:21:26.741","Green","Track","6.006","6.307","25.598","15.428","28.087","28.136","0.535","11.380","1.465","2.708","158.454","117.903"
"46","GTD","Michele Beretta","224","2:04.493","8:21:32.211","Green","Track","5.823","6.052","25.279","15.654","27.340","28.462","0.545","11.062","1.497","2.779","155.546","115.382"
"8","PC","Sean Rayhall","235","1:58.551","8:22:08.802","Green","Track","5.607","5.669","24.415","14.931","26.036","26.874","0.534","10.431","1.411","2.643","158.750","122.415"
"10","P","Alexander Lynn","244","1:51.434","8:22:09.715","Green","Track","5.268","5.049","22.767","14.434","24.548","25.188","0.502","9.843","1.336","2.499","168.870","129.287"
"5","P","Filipe Albuquerque","244","1:51.517","8:22:11.575","Green","Track","5.244","4.966","22.787","14.338","24.808","25.317","0.504","9.746","1.323","2.484","168.200","130.557"
"75","GTD","Boris Said","226","2:05.476","8:22:25.473","Green","Track","5.943","6.119","25.563","15.742","27.573","28.579","0.549","11.141","1.493","2.774","154.413","115.691"
"57","GTD","Andrew Davis","225","2:04.683","8:22:25.882","Green","Track","5.809","5.806","25.428","15.506","27.439","28.525","0.548","11.244","1.537","2.841","154.695","112.379"
"15","GTD","Jack Hawksworth","224","2:02.687","8:22:26.532","Green","Track","5.695","5.821","25.160","15.352","27.165","27.914","0.536","10.832","1.473","2.739","158.158","117.262"
"27","GTD","Luca Persiani","226","2:02.844","8:22:30.092","Green","Track","5.752","5.923","25.071","15.383","27.078","28.028","0.537","10.824","1.489","2.759","157.864","116.002"
"90","P","Rene Rast","163","1:54.692","8:22:34.253","Green","Track","5.287","5.420","24.218","14.519","25.150","25.531","0.501","10.187","1.362","2.517","169.207","126.819"
"52","P","Michael Guasch","143","1:58.722","8:22:44.191","Green","Track","5.299","5.382","23.974","15.032","26.169","27.067","0.503","11.180","1.473","2.642","168.534","117.262"
