"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"26","LMP3","James McGuire","9","2:05.978","19:52.876","Green","Track","5.886","6.073","26.404","15.797","27.747","28.458","0.570","10.756","1.497","2.790","148.724","115.382"
"55","LMP3","Gerry Kraut","9","2:04.925","20:02.657","Green","Track","5.952","6.091","25.651","15.711","27.063","28.387","0.564","11.286","1.469","2.751","150.306","117.582"
"22","MPC","Stephen Dawes","8","2:42.612","20:03.979","Green","Track","30.699","11.646","27.894","16.130","28.911","30.674","0.615","11.491","1.581","2.971","137.842","109.252"
"34","MPC","Jon Brownson","9","2:18.317","20:06.555","Green","Pit","6.162","5.503","25.985","16.008","27.709","28.976","0.610","12.228","4.497","10.639","138.972","38.409"
"77","MPC","Howard Jacobs","7","2:46.369","20:12.678","Green","Track","32.487","11.691","28.305","17.060","28.897","30.656","0.633","12.050","1.582","3.008","133.922","109.183"
"4","LMP3","Zacharie Richard Robichon","10","1:59.866","20:23.907","Green","Track","5.760","5.584","24.383","15.062","26.426","27.698","0.563","10.261","1.428","2.701","150.573","120.957"
"47","LMP3","TJ Fischer","8","2:01.627","20:29.298","Green","Track","5.700","5.723","25.042","15.447","26.767","27.645","0.547","10.625","1.437","2.694","154.978","120.200"
"36","MPC","Paul LaHaye","9","2:10.710","20:36.232","Green","Track","6.387","6.203","26.635","16.372","28.629","29.530","0.613","11.769","1.594","2.978","138.292","108.361"
"28","MPC","Bart Wolf","6","9:13.370","20:38.900","Green","Pit","6.182","5.863","25.874","15.966","29.583","29.934","0.687","14.770","4.439","420.072","123.396","38.911"
"17","LMP3","Matt Dicken","8","2:07.746","20:43.486","Green","Track","5.952","6.261","26.307","15.907","27.788","28.768","0.572","11.867","1.513","2.811","148.204","114.162"
"24","MPC","Tim George","9","2:08.699","20:47.964","Green","Track","6.300","5.797","26.657","16.282","28.343","29.155","0.617","11.000","1.577","2.971","137.395","109.529"
"44","LMP3","Gary Gibson","8","2:07.269","20:52.394","Green","Track","5.898","6.303","26.206","15.667","27.793","29.378","0.563","11.154","1.513","2.794","150.573","114.162"
"42","LMP3","Jim Garrett","8","5:47.365","21:01.009","Green","Track","210.007","13.063","29.670","17.151","30.355","29.834","0.573","12.357","1.527","2.828","147.945","113.115"
"86","MPC","Dave House","8","2:07.563","21:07.799","Green","Track","6.175","5.707","25.681","16.145","28.184","29.296","0.611","11.256","1.566","2.942","138.744","110.298"
"33","LMP3","Lance Willsey","10","2:03.161","21:19.395","Green","Track","5.827","5.853","25.283","15.454","26.948","27.938","0.562","11.040","1.481","2.775","150.841","116.629"
